Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-07-10 18:42:03,"Legs",1h 22m,"Standing Calf Raise (Dumbbell)",2,35.0,12,0,0,,,
2024-07-10 18:42:03,"Legs",1h 22m,"Standing Calf Raise (Dumbbell)",3,25.0,12,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Bench Press (Barbell)",1,135.0,8,0,0,"","",
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Bench Press (Barbell)",2,135.0,5,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Bench Press (Barbell)",3,135.0,5,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Incline Bench Press (Dumbbell)",1,40.0,8,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Incline Bench Press (Dumbbell)",2,40.0,8,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Incline Bench Press (Dumbbell)",3,40.0,8,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Strict Military Press (Barbell)",1,45.0,6,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Strict Military Press (Barbell)",2,65.0,6,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Strict Military Press (Barbell)",3,74.99999999999999,4,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Strict Military Press (Barbell)",4,74.99999999999999,2,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lateral Raise (Cable)",1,25.0,7,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lateral Raise (Cable)",2,20.0,10,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lateral Raise (Cable)",3,20.0,6,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lower Chest Dumbell",1,15.0,12,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lower Chest Dumbell",2,20.0,12,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Lower Chest Dumbell",3,25.0,12,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Cable Crossover",1,40.0,12,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Cable Crossover",2,45.0,12,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Cable Crossover",3,50.0,12,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Chest Fly (Band)",1,45.0,8,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Chest Fly (Band)",2,50.0,2,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Chest Fly (Band)",3,50.0,3,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Triceps Dip",1,0,5,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Triceps Dip",2,0,5,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Triceps Dip",3,0,5,0,0,,,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Flat Leg Raise",1,0,12,0,0,"",,
2024-07-12 21:34:25,"Chest and Triceps",1h 31m,"Flat Leg Raise",2,0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Romanian Deadlift (Barbell)",1,185.00000000000003,8,0,0,"","",
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Romanian Deadlift (Barbell)",2,185.00000000000003,6,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Romanian Deadlift (Barbell)",3,235.0,1,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Seated Row (Cable)",1,170.0,12,0,0,"",,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Seated Row (Cable)",2,180.0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Seated Row (Cable)",3,190.0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Lat Pulldown (Cable)",1,85.0,12,0,0,"",,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Lat Pulldown (Cable)",2,100.0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Lat Pulldown (Cable)",3,115.0,6,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Lat Pulldown (Cable)",4,115.0,4,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Lat Pulldown (Cable)",5,100.0,5,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bicep Curl (Dumbbell)",1,20.0,12,0,0,"",,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bicep Curl (Dumbbell)",2,25.0,6,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bicep Curl (Dumbbell)",3,25.0,5,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bent Over One Arm Row (Dumbbell)",1,25.0,12,0,0,"",,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bent Over One Arm Row (Dumbbell)",2,30.0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Bent Over One Arm Row (Dumbbell)",3,35.0,12,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Russian Twist",1,0,20,0,0,"",,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Russian Twist",2,0,20,0,0,,,
2024-07-15 18:28:46,"Back and Biceps",1h 18m,"Russian Twist",3,0,20,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",1,45.0,12,0,0,"","",
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",2,65.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",3,95.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",4,95.0,5,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",5,95.0,5,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",6,95.0,5,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Squat (Barbell)",7,105.0,5,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Leg Extension (Machine)",1,60.0,12,0,0,"",,
2024-07-22 20:56:37,"Legs",1h 18m,"Leg Extension (Machine)",2,74.99999999999999,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Leg Extension (Machine)",3,90.0,6,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Leg Extension (Machine)",4,90.0,6,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Seated Leg Curl (Machine)",1,74.99999999999999,12,0,0,"",,
2024-07-22 20:56:37,"Legs",1h 18m,"Seated Leg Curl (Machine)",2,90.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Seated Leg Curl (Machine)",3,105.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Flat Leg Raise",1,0,12,0,0,"",,
2024-07-22 20:56:37,"Legs",1h 18m,"Flat Leg Raise",2,0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Flat Leg Raise",3,0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Standing Calf Raise (Dumbbell)",1,25.0,12,0,0,"",,
2024-07-22 20:56:37,"Legs",1h 18m,"Standing Calf Raise (Dumbbell)",2,30.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Standing Calf Raise (Dumbbell)",3,35.0,12,0,0,,,
2024-07-22 20:56:37,"Legs",1h 18m,"Standing Calf Raise (Dumbbell)",4,40.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Bench Press (Dumbbell)",1,40.0,12,0,0,"","",
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Bench Press (Dumbbell)",2,45.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Bench Press (Dumbbell)",3,50.0,7,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Bench Press (Dumbbell)",4,50.0,4,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Incline Bench Press (Dumbbell)",1,40.0,9,0,0,"",,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Incline Bench Press (Dumbbell)",2,40.0,8,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Incline Bench Press (Dumbbell)",3,40.0,5,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Strict Military Press (Barbell)",1,45.0,11,0,0,"",,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Strict Military Press (Barbell)",2,45.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Strict Military Press (Barbell)",3,65.0,3,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lateral Raise (Dumbbell)",1,10.0,12,0,0,"Trash 12",,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lateral Raise (Dumbbell)",2,15.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lateral Raise (Dumbbell)",3,15.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lower Chest Dumbell",1,20.0,12,0,0,"",,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lower Chest Dumbell",2,25.0,12,0,0,,,
2024-07-27 12:07:34,"Chest and Triceps",1h 9m,"Lower Chest Dumbell",3,30.0,12,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Deadlift (Barbell)",1,225.0,3,0,0,"","",
2024-07-29 19:03:01,"Back and Biceps",46m,"Seated Row (Cable)",1,180.0,12,0,0,"",,
2024-07-29 19:03:01,"Back and Biceps",46m,"Seated Row (Cable)",2,180.0,8,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Seated Row (Cable)",3,200.0,8,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Lat Pulldown (Cable)",1,85.0,12,0,0,"",,
2024-07-29 19:03:01,"Back and Biceps",46m,"Lat Pulldown (Cable)",2,100.0,11,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Lat Pulldown (Cable)",3,115.0,5,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Lat Pulldown (Cable)",4,115.0,3,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Concentration Curl (Dumbbell)",1,20.0,12,0,0,"",,
2024-07-29 19:03:01,"Back and Biceps",46m,"Concentration Curl (Dumbbell)",2,25.0,7,0,0,,,
2024-07-29 19:03:01,"Back and Biceps",46m,"Concentration Curl (Dumbbell)",3,25.0,8,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Clean and Jerk (Barbell)",1,45.0,8,0,0,"","",
2024-07-31 20:28:58,"Legs",1h 13m,"Clean and Jerk (Barbell)",2,61.99999999999999,8,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Squat (Barbell)",1,65.0,12,0,0,"",,
2024-07-31 20:28:58,"Legs",1h 13m,"Squat (Barbell)",2,95.0,12,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Squat (Barbell)",3,115.0,12,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Leg Extension (Machine)",1,74.99999999999999,12,0,0,"",,
2024-07-31 20:28:58,"Legs",1h 13m,"Leg Extension (Machine)",2,90.0,12,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Leg Extension (Machine)",3,105.0,8,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Seated Leg Curl (Machine)",1,90.0,12,0,0,"",,
2024-07-31 20:28:58,"Legs",1h 13m,"Seated Leg Curl (Machine)",2,105.0,12,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Seated Leg Curl (Machine)",3,120.0,8,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Flat Leg Raise",1,0,12,0,0,"",,
2024-07-31 20:28:58,"Legs",1h 13m,"Flat Leg Raise",2,0,10,0,0,,,
2024-07-31 20:28:58,"Legs",1h 13m,"Flat Leg Raise",3,0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Bench Press (Barbell)",1,115.0,12,0,0,"","",
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Bench Press (Barbell)",2,95.0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Bench Press (Barbell)",3,95.0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Bench Press (Barbell)",4,95.0,5,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Incline Bench Press (Dumbbell)",1,35.0,10,0,0,"",,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Incline Bench Press (Dumbbell)",2,35.0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Incline Bench Press (Dumbbell)",3,35.0,11,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Strict Military Press (Barbell)",1,45.0,8,0,0,"",,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Strict Military Press (Barbell)",2,45.0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Strict Military Press (Barbell)",3,45.0,12,0,0,,,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Chest Fly (Band)",1,30.0,12,0,0,"",,
2024-08-01 22:48:43,"Chest and Triceps",1h 12m,"Chest Fly (Band)",2,35.0,5,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Cable)",1,70.0,12,0,0,"","",
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Cable)",2,80.0,12,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Cable)",3,90.0,12,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Cable)",4,100.0,5,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Close Grip)",1,70.0,12,0,0,"",,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Close Grip)",2,80.0,12,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Lat Pulldown (Close Grip)",3,90.0,12,0,0,,,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Concentration Curl (Dumbbell)",1,25.0,10,0,0,"",,
2024-08-14 20:54:00,"Back and Biceps",1h 15m,"Concentration Curl (Dumbbell)",2,20.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Bench Press (Dumbbell)",1,35.0,12,0,0,"","",
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Bench Press (Dumbbell)",2,40.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Bench Press (Dumbbell)",3,45.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Bench Press (Dumbbell)",4,50.0,8,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Incline Bench Press (Dumbbell)",1,35.0,12,0,0,"",,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Incline Bench Press (Dumbbell)",2,35.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Incline Bench Press (Dumbbell)",3,40.0,6,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Incline Bench Press (Dumbbell)",4,40.0,3,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Overhead Press (Dumbbell)",1,20.0,12,0,0,"",,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Overhead Press (Dumbbell)",2,25.0,6,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Overhead Press (Dumbbell)",3,25.0,4,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Overhead Press (Dumbbell)",4,30.0,3,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lateral Raise (Dumbbell)",1,10.0,12,0,0,"",,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lateral Raise (Dumbbell)",2,5.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lateral Raise (Dumbbell)",3,15.0,5,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Skullcrusher (Dumbbell)",1,10.0,12,0,0,"",,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Skullcrusher (Dumbbell)",2,15.0,4,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Skullcrusher (Dumbbell)",3,20.0,1,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lower Chest Dumbell",1,20.0,12,0,0,"",,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lower Chest Dumbell",2,25.0,12,0,0,,,
2024-09-09 22:41:58,"Chest and Triceps",1h 17m,"Lower Chest Dumbell",3,30.0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Push Up",1,0,12,0,0,"","",
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Push Up",2,0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Push Up",3,0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Push Up",4,0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",1,20.0,12,0,0,"",,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",2,20.0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",3,20.0,15,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",4,20.0,20,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",5,20.0,25,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Floor Press Dumbbell",6,20.0,31,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Strict Military Press (Barbell)",1,35.0,12,0,0,"",,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Strict Military Press (Barbell)",2,45.0,6,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Strict Military Press (Barbell)",3,45.0,8,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Strict Military Press (Barbell)",4,45.0,8,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",1,5.0,12,0,0,"",,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",2,5.0,12,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",3,15.0,4,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",4,5.0,13,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",5,5.0,13,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Lateral Raise (Dumbbell)",6,5.0,13,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Skullcrusher (Dumbbell)",1,20.0,5,0,0,"",,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Skullcrusher (Dumbbell)",2,15.0,5,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Skullcrusher (Dumbbell)",3,15.0,4,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Skullcrusher (Dumbbell)",4,15.0,4,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Russian Twist",1,0,30,0,0,"",,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Russian Twist",2,0,30,0,0,,,
2024-10-21 20:10:27,"Chest and Triceps",1h 53m,"Russian Twist",3,0,30,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Romanian Deadlift (Barbell)",1,135.0,12,0,0,"","",
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Romanian Deadlift (Barbell)",2,155.0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Romanian Deadlift (Barbell)",3,185.00000000000003,5,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Romanian Deadlift (Barbell)",4,185.00000000000003,5,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Romanian Deadlift (Barbell)",5,185.00000000000003,4,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Seated Row (Cable)",1,70.0,12,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Seated Row (Cable)",2,85.0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Seated Row (Cable)",3,100.0,8,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Seated Row (Cable)",4,100.0,4,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Lat Pulldown (Cable)",1,70.0,12,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Lat Pulldown (Cable)",2,85.0,6,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Lat Pulldown (Cable)",3,85.0,4,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Lat Pulldown (Cable)",4,70.0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Bicep Curl (Dumbbell)",1,20.0,12,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Bicep Curl (Dumbbell)",2,25.0,5,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Bicep Curl (Dumbbell)",3,25.0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Bicep Curl (Dumbbell)",4,25.0,5,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Hammer Curl (Dumbbell)",1,20.0,12,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Concentration Curl (Dumbbell)",1,20.0,5,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Concentration Curl (Dumbbell)",2,20.0,6,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Concentration Curl (Dumbbell)",3,20.0,5,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Flat Leg Raise",1,0,12,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Flat Leg Raise",2,0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Flat Leg Raise",3,0,12,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Russian Twist",1,0,30,0,0,"",,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Russian Twist",2,0,30,0,0,,,
2024-10-23 16:36:22,"Back and Biceps",1h 43m,"Russian Twist",3,0,30,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Squat (Barbell)",1,95.0,12,0,0,"","",
2024-10-24 12:53:34,"Legs",1h 18m,"Squat (Barbell)",2,95.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Squat (Barbell)",3,115.0,11,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Squat (Barbell)",4,115.0,10,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Squat (Barbell)",5,95.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Front Squat (Barbell)",1,45.0,5,0,0,"",,
2024-10-24 12:53:34,"Legs",1h 18m,"Front Squat (Barbell)",2,45.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",1,135.0,12,0,0,"",,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",2,135.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",3,135.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",4,135.0,13,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",5,155.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Calf Press on Leg Press",6,155.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Seated Leg Curl (Machine)",1,74.0,12,0,0,"",,
2024-10-24 12:53:34,"Legs",1h 18m,"Seated Leg Curl (Machine)",2,87.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Seated Leg Curl (Machine)",3,101.0,12,0,0,,,
2024-10-24 12:53:34,"Legs",1h 18m,"Leg Extension (Machine)",1,74.99999999999999,12,0,0,"",,
2024-10-24 12:53:34,"Legs",1h 18m,"Ab Wheel",1,0,7,0,0,"",,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",1,95.0,12,0,0,"","",
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",2,115.0,8,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",3,115.0,4,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",4,135.0,4,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",5,135.0,1,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",6,135.0,1,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Bench Press (Barbell)",7,115.0,5,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Incline Bench Press (Dumbbell)",1,30.0,12,0,0,"",,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Incline Bench Press (Dumbbell)",2,30.0,12,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Incline Bench Press (Dumbbell)",3,35.0,12,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Incline Bench Press (Dumbbell)",4,40.0,8,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Lower Chest Dumbell",1,20.0,12,0,0,"",,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Lower Chest Dumbell",2,25.0,12,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Lower Chest Dumbell",3,30.0,12,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Strict Military Press (Barbell)",1,45.0,12,0,0,"",,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Strict Military Press (Barbell)",2,55.0,8,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Strict Military Press (Barbell)",3,65.0,4,0,0,,,
2024-10-29 09:16:28,"Chest and Triceps",53m,"Strict Military Press (Barbell)",4,65.0,3,0,0,,,
2024-11-01 08:01:37,"Back and Biceps",33m,"Seated Row (Cable)",1,70.0,12,0,0,"","",
2024-11-01 08:01:37,"Back and Biceps",33m,"Seated Row (Cable)",2,80.0,12,0,0,,,
2024-11-01 08:01:37,"Back and Biceps",33m,"Seated Row (Cable)",3,90.0,12,0,0,,,
